zone_id,zone_name,source_geography,is_estimate,project_capacity_weight,allocation_share,crime_category,crime_metric,district_reported_crime_count,estimated_zone_crime_count,allocation_method
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Stalking (Sec. 78 BNS/Sec. 354D IPC),Stalking (Total a+b),39,3,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Stalking (Sec. 78 BNS/Sec. 354D IPC),Stalking (Total a+b),39,7,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Stalking (Sec. 78 BNS/Sec. 354D IPC),a) Women (18 Years and Above),18,5,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Stalking (Sec. 78 BNS/Sec. 354D IPC),a) Women (18 Years and Above),18,3,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Stalking (Sec. 78 BNS/Sec. 354D IPC),a) Women (18 Years and Above),18,2,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Stalking (Sec. 78 BNS/Sec. 354D IPC),a) Women (18 Years and Above),18,4,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Stalking (Sec. 78 BNS/Sec. 354D IPC),a) Women (18 Years and Above),18,1,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Stalking (Sec. 78 BNS/Sec. 354D IPC),a) Women (18 Years and Above),18,3,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Stalking (Sec. 78 BNS/Sec. 354D IPC),b) Girls (Below 18 Years),1,1,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Stalking (Sec. 78 BNS/Sec. 354D IPC),b) Girls (Below 18 Years),1,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Stalking (Sec. 78 BNS/Sec. 354D IPC),b) Girls (Below 18 Years),1,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Stalking (Sec. 78 BNS/Sec. 354D IPC),b) Girls (Below 18 Years),1,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Stalking (Sec. 78 BNS/Sec. 354D IPC),b) Girls (Below 18 Years),1,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Stalking (Sec. 78 BNS/Sec. 354D IPC),b) Girls (Below 18 Years),1,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),Insult to the Modesty of Women (Total a+b),11,3,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),Insult to the Modesty of Women (Total a+b),11,2,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),Insult to the Modesty of Women (Total a+b),11,1,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),Insult to the Modesty of Women (Total a+b),11,2,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),Insult to the Modesty of Women (Total a+b),11,1,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),Insult to the Modesty of Women (Total a+b),11,2,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),a) Women (18 Years and Above),11,3,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),a) Women (18 Years and Above),11,2,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),a) Women (18 Years and Above),11,1,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),a) Women (18 Years and Above),11,2,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),a) Women (18 Years and Above),11,1,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),a) Women (18 Years and Above),11,2,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),b) Girls (Below 18 Years),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),b) Girls (Below 18 Years),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),b) Girls (Below 18 Years),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),b) Girls (Below 18 Years),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),b) Girls (Below 18 Years),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Insult to the Modesty of Women (Sec 79 BNS/Sec 509 IPC),b) Girls (Below 18 Years),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Dowry Deaths (Sec 80 BNS /Sec 304B IPC),Dowry Deaths (Sec 80 BNS /Sec 304B IPC),13,4,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Dowry Deaths (Sec 80 BNS /Sec 304B IPC),Dowry Deaths (Sec 80 BNS /Sec 304B IPC),13,2,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Dowry Deaths (Sec 80 BNS /Sec 304B IPC),Dowry Deaths (Sec 80 BNS /Sec 304B IPC),13,1,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Dowry Deaths (Sec 80 BNS /Sec 304B IPC),Dowry Deaths (Sec 80 BNS /Sec 304B IPC),13,3,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Dowry Deaths (Sec 80 BNS /Sec 304B IPC),Dowry Deaths (Sec 80 BNS /Sec 304B IPC),13,1,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Dowry Deaths (Sec 80 BNS /Sec 304B IPC),Dowry Deaths (Sec 80 BNS /Sec 304B IPC),13,2,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),218,61,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),218,30,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),218,24,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),218,49,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),218,18,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),Cruelty by Husband or his relatives (Sec 85 BNS/Sec 498-A IPC),218,36,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),Kidnapping or abducting or inducing Women to compel her for marriage (Total a+b),10,3,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),Kidnapping or abducting or inducing Women to compel her for marriage (Total a+b),10,1,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),Kidnapping or abducting or inducing Women to compel her for marriage (Total a+b),10,1,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),Kidnapping or abducting or inducing Women to compel her for marriage (Total a+b),10,2,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),Kidnapping or abducting or inducing Women to compel her for marriage (Total a+b),10,1,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),Kidnapping or abducting or inducing Women to compel her for marriage (Total a+b),10,2,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),a) Women (18 Years and Above),6,2,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),a) Women (18 Years and Above),6,1,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),a) Women (18 Years and Above),6,1,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),a) Women (18 Years and Above),6,1,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),a) Women (18 Years and Above),6,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),a) Women (18 Years and Above),6,1,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),b) Girls (Below 18 Years,4,1,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),b) Girls (Below 18 Years,4,1,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),b) Girls (Below 18 Years,4,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),b) Girls (Below 18 Years,4,1,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),b) Girls (Below 18 Years,4,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping or abducting or inducing Women to compel her for marriage (Sec. 87 BNS/Sec. 366 IPC),b) Girls (Below 18 Years,4,1,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),Miscarriage (Sec 88 to 90 BNS/Sec 313 and 314 IPC),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),Procuration of Minor Girls (Sec 96 BNS//Sec 366A IPC),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),Selling of Girls for Prostitution (Sec 98 BNS/Sec 372 IPC),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),Buying of Girls for Prostitution (Sec 99 BNS/Sec 373 IPC),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),10,3,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),10,1,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),10,1,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),10,2,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),10,1,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),Abetment to suicides of women (u/s 107/108 BNS/Sec 305/306 IPC),10,2,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Acid Attack (Sec 124(1) BNS/Sec 326A IPC),Acid Attack (Sec 124(1) BNS/Sec 326A IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Acid Attack (Sec 124(1) BNS/Sec 326A IPC),Acid Attack (Sec 124(1) BNS/Sec 326A IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Acid Attack (Sec 124(1) BNS/Sec 326A IPC),Acid Attack (Sec 124(1) BNS/Sec 326A IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Acid Attack (Sec 124(1) BNS/Sec 326A IPC),Acid Attack (Sec 124(1) BNS/Sec 326A IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Acid Attack (Sec 124(1) BNS/Sec 326A IPC),Acid Attack (Sec 124(1) BNS/Sec 326A IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Acid Attack (Sec 124(1) BNS/Sec 326A IPC),Acid Attack (Sec 124(1) BNS/Sec 326A IPC),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),Attempt to Acid Attack (Sec 124(2) BNS/Sec 326B IPC),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping & Abduction of Women,Kidnapping & Abduction of Women (Total a+b+c+d+e),217,61,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping & Abduction of Women,Kidnapping & Abduction of Women (Total a+b+c+d+e),217,30,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping & Abduction of Women,Kidnapping & Abduction of Women (Total a+b+c+d+e),217,24,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping & Abduction of Women,Kidnapping & Abduction of Women (Total a+b+c+d+e),217,48,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping & Abduction of Women,Kidnapping & Abduction of Women (Total a+b+c+d+e),217,18,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping & Abduction of Women,Kidnapping & Abduction of Women (Total a+b+c+d+e),217,36,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping & Abduction of Women,a) K & A (Sec.137 & 138 BNS/Sec. 363 IPC),216,60,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping & Abduction of Women,a) K & A (Sec.137 & 138 BNS/Sec. 363 IPC),216,30,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping & Abduction of Women,a) K & A (Sec.137 & 138 BNS/Sec. 363 IPC),216,24,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping & Abduction of Women,a) K & A (Sec.137 & 138 BNS/Sec. 363 IPC),216,48,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping & Abduction of Women,a) K & A (Sec.137 & 138 BNS/Sec. 363 IPC),216,18,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping & Abduction of Women,a) K & A (Sec.137 & 138 BNS/Sec. 363 IPC),216,36,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping & Abduction of Women,b) K & A in order to Murder (Sec.140(1) BNS/Sec. 364 IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping & Abduction of Women,b) K & A in order to Murder (Sec.140(1) BNS/Sec. 364 IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping & Abduction of Women,b) K & A in order to Murder (Sec.140(1) BNS/Sec. 364 IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping & Abduction of Women,b) K & A in order to Murder (Sec.140(1) BNS/Sec. 364 IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping & Abduction of Women,b) K & A in order to Murder (Sec.140(1) BNS/Sec. 364 IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping & Abduction of Women,b) K & A in order to Murder (Sec.140(1) BNS/Sec. 364 IPC),0,0,project-capacity-weighted largest-remainder estimate
